id,name,type,quantifiableUnit,quantityValue,serviceProvider,owner,emissionInformation.description,emissionInformation.scope1.stationaryCombustion,emissionInformation.scope1.mobileCombustion,emissionInformation.scope1.fugitiveEmissions,emissionInformation.scope1.processEmissions,emissionInformation.scope2.purchasedElectricity,emissionInformation.scope2.purchasedSteam,emissionInformation.scope2.purchasedHeating,emissionInformation.scope2.purchasedCooling,emissionInformation.scope3.category1,emissionInformation.scope3.category2,emissionInformation.scope3.category3,emissionInformation.scope3.category4,emissionInformation.scope3.category5,emissionInformation.scope3.category6,emissionInformation.scope3.category7,emissionInformation.scope3.category8,emissionInformation.scope3.category9,emissionInformation.scope3.category10,emissionInformation.scope3.category11,emissionInformation.scope3.category12,emissionInformation.scope3.category13,emissionInformation.scope3.category14,emissionInformation.scope3.category15,dpp.name,dpp.manufacturer,dpp.serialNumber,dpp.batchNumber,dpp.carbonFootprint.scope1,dpp.carbonFootprint.scope2,dpp.carbonFootprint.scope3
processes/850,printing,textile,unit,3.34,production company,manufacturing co,GHG,{HFC134a={kg=0.375}},{HFC134a={kg=0.199}},{N2O={kg=0.278}},{CH4={kg=0.067}},{SF6={kg=0.002}},{SF6={kg=0.099}},{HFC134a={kg=0.32}},{HFC134a={kg=0.062}},{CO2={m3=0.971}},{CO2={m3=0.027}},{CH4={kg=0.912}},{N2O={kg=0.645}},{HFC134a={kg=0.401}},{HFC134a={kg=0.191}},{CO2={m3=1.219}},{CH4={kg=1.054}},{N2O={kg=0.401}},{SF6={kg=0.178}},{CH4={kg=0.483}},{N2O={kg=0.108}},{CO2={kg=1.87}},{CO2={m3=2.775}},{SF6={kg=0.164}},batch process K,facility co,40849,50849,{kgCO2e=1.28},{kgCO2e=0.51},{kgCO2e=1.13}
processes/851,sedimentation,water_treatment,cycle,2.61,processing company,company B,GHG,{SF6={kg=0.014}},{SF6={kg=0.139}},{SF6={kg=0.031}},{N2O={kg=0.25}},{CO2={m3=2.952}},{N2O={kg=0.594}},{HFC134a={kg=0.427}},{N2O={kg=0.604}},{CO2={m3=2.986}},{N2O={kg=0.758}},{N2O={kg=0.541}},{SF6={kg=0.081}},{SF6={kg=0.001}},{HFC134a={kg=0.124}},{SF6={kg=0.186}},{CO2={kg=0.667}},{N2O={kg=0.2}},{CO2={kg=2.058}},{CH4={kg=0.111}},{N2O={kg=0.636}},{CH4={kg=1.154}},{N2O={kg=0.724}},{CH4={kg=0.26}},unit operation P,process plant,40850,50850,{kgCO2e=1.76},{kgCO2e=2.91},{kgCO2e=3.85}
processes/852,chlorination,water_treatment,day,0.63,process plant,manufacturing co,GHG,{N2O={kg=0.789}},{HFC134a={kg=0.362}},{N2O={kg=0.677}},{CH4={kg=1.453}},{CO2={m3=0.516}},{HFC134a={kg=0.449}},{N2O={kg=0.06}},{SF6={kg=0.066}},{SF6={kg=0.077}},{SF6={kg=0.157}},{HFC134a={kg=0.048}},{N2O={kg=0.626}},{N2O={kg=0.337}},{CH4={kg=1.437}},{HFC134a={kg=0.395}},{CO2={m3=2.533}},{HFC134a={kg=0.239}},{N2O={kg=0.103}},{N2O={kg=0.322}},{CO2={kg=2.622}},{CO2={m3=1.999}},{SF6={kg=0.06}},{CO2={m3=1.849}},process run T,operator,40851,50851,{kgCO2e=1.29},{kgCO2e=1.43},{kgCO2e=1.15}
processes/853,purification,metal,batch,4.22,service provider A,facility operator,GHG,{N2O={kg=0.588}},{SF6={kg=0.104}},{HFC134a={kg=0.426}},{HFC134a={kg=0.316}},{N2O={kg=0.221}},{N2O={kg=0.749}},{CH4={kg=1.155}},{CO2={kg=2.645}},{CO2={kg=2.408}},{CO2={m3=2.585}},{N2O={kg=0.542}},{N2O={kg=0.739}},{N2O={kg=0.107}},{N2O={kg=0.305}},{N2O={kg=0.05}},{N2O={kg=0.562}},{HFC134a={kg=0.483}},{SF6={kg=0.098}},{SF6={kg=0.059}},{CO2={m3=1.594}},{SF6={kg=0.169}},{HFC134a={kg=0.459}},{SF6={kg=0.192}},batch process E,process plant,40852,50852,{kgCO2e=4.99},{kgCO2e=1.15},{kgCO2e=3.81}
processes/854,fermentation,chemical,ton,2.98,production company,facility operator,GHG,{N2O={kg=0.79}},{CO2={m3=0.475}},{N2O={kg=0.699}},{N2O={kg=0.647}},{N2O={kg=0.065}},{CH4={kg=0.237}},{N2O={kg=0.567}},{CH4={kg=0.167}},{SF6={kg=0.096}},{N2O={kg=0.402}},{CH4={kg=0.265}},{CO2={m3=2.27}},{N2O={kg=0.226}},{SF6={kg=0.109}},{HFC134a={kg=0.231}},{HFC134a={kg=0.106}},{SF6={kg=0.002}},{N2O={kg=0.614}},{SF6={kg=0.034}},{CO2={kg=0.546}},{CO2={m3=2.464}},{CO2={m3=1.257}},{SF6={kg=0.037}},batch process N,process plant,40853,50853,{kgCO2e=0.78},{kgCO2e=2.77},{kgCO2e=1.76}
processes/855,boxing,packaging,kg,3.5,process plant,service operator,GHG,{CO2={m3=2.02}},{CH4={kg=1.053}},{CO2={kg=2.742}},{CH4={kg=0.283}},{N2O={kg=0.365}},{SF6={kg=0.079}},{CH4={kg=1.279}},{SF6={kg=0.084}},{SF6={kg=0.164}},{CH4={kg=0.187}},{N2O={kg=0.681}},{CH4={kg=1.249}},{SF6={kg=0.041}},{CO2={m3=2.027}},{N2O={kg=0.729}},{N2O={kg=0.585}},{CH4={kg=0.781}},{N2O={kg=0.782}},{N2O={kg=0.787}},{CH4={kg=1.385}},{CO2={kg=0.466}},{CH4={kg=0.796}},{SF6={kg=0.049}},unit operation R,manufacturing facility,40854,50854,{kgCO2e=2.13},{kgCO2e=2.79},{kgCO2e=0.78}
processes/856,consolidation,transportation,hour,4.3,process plant,facility operator,GHG,{SF6={kg=0.162}},{CO2={kg=0.065}},{HFC134a={kg=0.214}},{CO2={m3=1.939}},{CH4={kg=1.498}},{N2O={kg=0.368}},{N2O={kg=0.521}},{N2O={kg=0.698}},{SF6={kg=0.012}},{CH4={kg=1.317}},{CO2={m3=0.784}},{N2O={kg=0.452}},{SF6={kg=0.075}},{CH4={kg=0.885}},{SF6={kg=0.074}},{HFC134a={kg=0.175}},{SF6={kg=0.059}},{HFC134a={kg=0.239}},{SF6={kg=0.136}},{SF6={kg=0.041}},{N2O={kg=0.559}},{SF6={kg=0.111}},{N2O={kg=0.586}},cycle operation B,operator,40855,50855,{kgCO2e=3.65},{kgCO2e=1.89},{kgCO2e=3.8}
processes/857,sorting,waste_treatment,m3,2.38,process plant,company A,GHG,{CO2={kg=1.366}},{N2O={kg=0.526}},{HFC134a={kg=0.484}},{HFC134a={kg=0.229}},{HFC134a={kg=0.453}},{SF6={kg=0.039}},{CH4={kg=1.261}},{SF6={kg=0.124}},{CO2={m3=2.46}},{CH4={kg=0.596}},{N2O={kg=0.635}},{N2O={kg=0.792}},{CO2={m3=0.319}},{SF6={kg=0.183}},{CH4={kg=0.9}},{SF6={kg=0.068}},{SF6={kg=0.033}},{N2O={kg=0.244}},{HFC134a={kg=0.231}},{N2O={kg=0.61}},{CH4={kg=1.474}},{CH4={kg=0.832}},{SF6={kg=0.169}},process run O,manufacturing facility,40856,50856,{kgCO2e=3.51},{kgCO2e=0.57},{kgCO2e=3.86}
processes/858,plowing,agriculture,m3,1.18,manufacturing facility,manufacturing co,GHG,{SF6={kg=0.156}},{CH4={kg=0.443}},{CH4={kg=1.443}},{HFC134a={kg=0.032}},{N2O={kg=0.315}},{HFC134a={kg=0.394}},{HFC134a={kg=0.437}},{CO2={kg=1.307}},{SF6={kg=0.182}},{HFC134a={kg=0.413}},{N2O={kg=0.176}},{N2O={kg=0.548}},{CO2={m3=1.384}},{HFC134a={kg=0.448}},{SF6={kg=0.035}},{N2O={kg=0.301}},{SF6={kg=0.034}},{HFC134a={kg=0.025}},{CH4={kg=0.851}},{SF6={kg=0.069}},{CH4={kg=1.191}},{CH4={kg=0.446}},{HFC134a={kg=0.355}},batch process I,facility co,40857,50857,{kgCO2e=4.29},{kgCO2e=1.5},{kgCO2e=3.69}
processes/859,labeling,food_processing,unit_processed,4.04,processing company,company B,GHG,{SF6={kg=0.098}},{SF6={kg=0.043}},{SF6={kg=0.031}},{N2O={kg=0.118}},{N2O={kg=0.044}},{HFC134a={kg=0.49}},{SF6={kg=0.09}},{HFC134a={kg=0.489}},{N2O={kg=0.318}},{HFC134a={kg=0.36}},{N2O={kg=0.471}},{CO2={kg=1.476}},{HFC134a={kg=0.015}},{N2O={kg=0.472}},{CH4={kg=1.447}},{N2O={kg=0.552}},{N2O={kg=0.022}},{CH4={kg=0.339}},{N2O={kg=0.07}},{HFC134a={kg=0.392}},{HFC134a={kg=0.061}},{CO2={m3=1.511}},{CO2={kg=0.136}},batch process F,process plant,40858,50858,{kgCO2e=4.88},{kgCO2e=1.46},{kgCO2e=1.17}
processes/860,aerobic treatment,waste_treatment,kg,2.69,manufacturing facility,service operator,GHG,{CO2={m3=2.164}},{SF6={kg=0.141}},{SF6={kg=0.033}},{HFC134a={kg=0.091}},{CH4={kg=0.568}},{HFC134a={kg=0.051}},{N2O={kg=0.386}},{SF6={kg=0.071}},{SF6={kg=0.081}},{SF6={kg=0.126}},{CH4={kg=0.189}},{N2O={kg=0.726}},{SF6={kg=0.048}},{N2O={kg=0.785}},{N2O={kg=0.103}},{CH4={kg=0.938}},{SF6={kg=0.132}},{HFC134a={kg=0.322}},{SF6={kg=0.017}},{HFC134a={kg=0.291}},{SF6={kg=0.061}},{HFC134a={kg=0.24}},{CH4={kg=0.285}},cycle operation Z,process plant,40859,50859,{kgCO2e=0.62},{kgCO2e=0.58},{kgCO2e=3.37}
processes/861,planting,agriculture,cycle,2.0,treatment center,manufacturing co,GHG,{HFC134a={kg=0.032}},{HFC134a={kg=0.249}},{N2O={kg=0.392}},{HFC134a={kg=0.222}},{SF6={kg=0.072}},{HFC134a={kg=0.31}},{HFC134a={kg=0.485}},{CH4={kg=1.427}},{SF6={kg=0.078}},{N2O={kg=0.585}},{SF6={kg=0.057}},{CH4={kg=0.146}},{CO2={kg=1.54}},{N2O={kg=0.692}},{CO2={kg=2.399}},{SF6={kg=0.008}},{HFC134a={kg=0.413}},{N2O={kg=0.105}},{HFC134a={kg=0.3}},{N2O={kg=0.093}},{SF6={kg=0.191}},{N2O={kg=0.32}},{SF6={kg=0.164}},cycle operation H,process plant,40860,50860,{kgCO2e=2.27},{kgCO2e=2.09},{kgCO2e=3.3}
processes/862,stabilizing,food_processing,unit_processed,3.6,recycling facility,company A,GHG,{HFC134a={kg=0.242}},{SF6={kg=0.108}},{N2O={kg=0.596}},{CO2={kg=1.151}},{SF6={kg=0.055}},{SF6={kg=0.178}},{CH4={kg=0.605}},{HFC134a={kg=0.019}},{HFC134a={kg=0.071}},{N2O={kg=0.673}},{HFC134a={kg=0.077}},{CH4={kg=1.266}},{SF6={kg=0.133}},{HFC134a={kg=0.378}},{CO2={kg=1.748}},{CH4={kg=0.649}},{CO2={m3=0.483}},{SF6={kg=0.188}},{N2O={kg=0.601}},{CH4={kg=0.312}},{HFC134a={kg=0.285}},{N2O={kg=0.025}},{CO2={kg=2.808}},unit operation A,operator,40861,50861,{kgCO2e=2.4},{kgCO2e=1.59},{kgCO2e=1.34}
processes/863,pyrolysis,energy,batch,3.36,manufacturing facility,company A,GHG,{CH4={kg=0.658}},{CO2={m3=2.343}},{CO2={m3=0.143}},{SF6={kg=0.052}},{CH4={kg=0.889}},{CH4={kg=0.141}},{N2O={kg=0.554}},{N2O={kg=0.263}},{CH4={kg=0.66}},{N2O={kg=0.418}},{N2O={kg=0.179}},{CH4={kg=0.116}},{SF6={kg=0.044}},{N2O={kg=0.025}},{CH4={kg=0.77}},{N2O={kg=0.126}},{SF6={kg=0.093}},{SF6={kg=0.022}},{SF6={kg=0.112}},{CO2={m3=2.293}},{CO2={kg=0.262}},{CH4={kg=0.412}},{CO2={kg=2.761}},unit operation T,facility co,40862,50862,{kgCO2e=1.98},{kgCO2e=0.57},{kgCO2e=2.84}
processes/864,preheating,energy,ton,1.74,production company,company A,GHG,{HFC134a={kg=0.424}},{N2O={kg=0.797}},{N2O={kg=0.147}},{N2O={kg=0.213}},{CH4={kg=1.046}},{CH4={kg=0.728}},{CH4={kg=1.036}},{CO2={kg=0.745}},{CH4={kg=1.353}},{CO2={kg=2.385}},{SF6={kg=0.049}},{CO2={kg=1.688}},{CH4={kg=0.062}},{SF6={kg=0.168}},{CH4={kg=1.485}},{CO2={m3=2.494}},{CH4={kg=0.586}},{HFC134a={kg=0.295}},{HFC134a={kg=0.083}},{N2O={kg=0.227}},{N2O={kg=0.292}},{CO2={m3=2.25}},{N2O={kg=0.8}},batch process Y,operator,40863,50863,{kgCO2e=0.45},{kgCO2e=0.19},{kgCO2e=2.43}
processes/865,shredding,waste_treatment,day,2.34,recycling facility,service operator,GHG,{N2O={kg=0.386}},{HFC134a={kg=0.025}},{CH4={kg=0.371}},{SF6={kg=0.037}},{SF6={kg=0.028}},{CH4={kg=0.95}},{HFC134a={kg=0.144}},{CH4={kg=1.452}},{HFC134a={kg=0.336}},{CH4={kg=1.173}},{CO2={m3=1.132}},{CO2={m3=0.944}},{HFC134a={kg=0.09}},{CH4={kg=1.38}},{SF6={kg=0.053}},{CO2={m3=1.973}},{CO2={m3=0.558}},{CH4={kg=0.869}},{SF6={kg=0.1}},{HFC134a={kg=0.455}},{CH4={kg=0.466}},{N2O={kg=0.099}},{CH4={kg=1.397}},unit operation D,operator,40864,50864,{kgCO2e=2.12},{kgCO2e=0.86},{kgCO2e=1.67}
processes/866,heat treatment,manufacturing,kg,0.69,processing company,service operator,GHG,{SF6={kg=0.08}},{SF6={kg=0.183}},{SF6={kg=0.06}},{CO2={m3=2.16}},{CH4={kg=0.733}},{HFC134a={kg=0.015}},{SF6={kg=0.13}},{N2O={kg=0.715}},{SF6={kg=0.006}},{CH4={kg=0.847}},{SF6={kg=0.142}},{SF6={kg=0.132}},{CH4={kg=0.05}},{CH4={kg=1.122}},{N2O={kg=0.026}},{SF6={kg=0.051}},{N2O={kg=0.251}},{SF6={kg=0.111}},{CO2={m3=2.281}},{CO2={kg=1.688}},{SF6={kg=0.029}},{HFC134a={kg=0.203}},{N2O={kg=0.418}},process run O,operator,40865,50865,{kgCO2e=3.61},{kgCO2e=1.39},{kgCO2e=1.43}
processes/867,crystallization,chemical,unit,4.49,process plant,manufacturing co,GHG,{HFC134a={kg=0.099}},{HFC134a={kg=0.275}},{HFC134a={kg=0.053}},{HFC134a={kg=0.077}},{SF6={kg=0.172}},{SF6={kg=0.162}},{HFC134a={kg=0.379}},{CH4={kg=0.267}},{HFC134a={kg=0.348}},{HFC134a={kg=0.033}},{HFC134a={kg=0.177}},{SF6={kg=0.163}},{CO2={m3=2.469}},{CO2={m3=0.957}},{CO2={kg=1.562}},{CH4={kg=1.49}},{N2O={kg=0.706}},{CO2={kg=2.325}},{CH4={kg=1.077}},{HFC134a={kg=0.457}},{SF6={kg=0.102}},{N2O={kg=0.323}},{SF6={kg=0.157}},production cycle S,manufacturing facility,40866,50866,{kgCO2e=2.16},{kgCO2e=0.15},{kgCO2e=3.36}
processes/868,casting,manufacturing,unit_processed,3.69,process plant,facility operator,GHG,{HFC134a={kg=0.194}},{N2O={kg=0.374}},{CO2={m3=0.534}},{SF6={kg=0.105}},{CO2={kg=2.998}},{CO2={m3=0.848}},{CH4={kg=0.648}},{CO2={kg=2.583}},{N2O={kg=0.144}},{CH4={kg=1.258}},{CH4={kg=0.305}},{HFC134a={kg=0.331}},{SF6={kg=0.196}},{HFC134a={kg=0.098}},{HFC134a={kg=0.432}},{CH4={kg=0.681}},{N2O={kg=0.647}},{CO2={kg=1.717}},{CO2={m3=0.772}},{HFC134a={kg=0.251}},{CH4={kg=1.037}},{CO2={m3=1.643}},{SF6={kg=0.088}},cycle operation B,manufacturing facility,40867,50867,{kgCO2e=0.24},{kgCO2e=1.01},{kgCO2e=3.24}
processes/869,thickening,food_processing,ton,2.17,service provider B,company A,GHG,{CH4={kg=0.687}},{CO2={m3=0.329}},{HFC134a={kg=0.356}},{HFC134a={kg=0.145}},{N2O={kg=0.014}},{SF6={kg=0.132}},{SF6={kg=0.172}},{CO2={kg=1.057}},{HFC134a={kg=0.222}},{HFC134a={kg=0.111}},{N2O={kg=0.275}},{SF6={kg=0.134}},{SF6={kg=0.114}},{N2O={kg=0.207}},{CO2={m3=1.357}},{CH4={kg=0.317}},{CH4={kg=1.248}},{CO2={m3=0.802}},{HFC134a={kg=0.272}},{CH4={kg=1.387}},{CO2={m3=1.629}},{HFC134a={kg=0.349}},{HFC134a={kg=0.101}},process run M,facility co,40868,50868,{kgCO2e=4.07},{kgCO2e=2.71},{kgCO2e=1.04}
processes/870,superheating,energy,liter,1.26,treatment center,company B,GHG,{N2O={kg=0.697}},{CO2={m3=2.974}},{N2O={kg=0.597}},{HFC134a={kg=0.478}},{N2O={kg=0.695}},{CH4={kg=0.771}},{HFC134a={kg=0.387}},{CH4={kg=0.042}},{CO2={kg=1.108}},{CH4={kg=0.772}},{CH4={kg=0.491}},{HFC134a={kg=0.251}},{N2O={kg=0.623}},{CH4={kg=0.896}},{CH4={kg=1.18}},{CH4={kg=1.168}},{SF6={kg=0.074}},{CO2={m3=2.097}},{SF6={kg=0.012}},{SF6={kg=0.159}},{CO2={kg=1.424}},{HFC134a={kg=0.108}},{CO2={kg=2.217}},cycle operation J,manufacturing facility,40869,50869,{kgCO2e=1.37},{kgCO2e=0.22},{kgCO2e=1.51}
processes/871,roasting,cooking,day,2.05,recycling facility,company A,GHG,{CH4={kg=0.12}},{HFC134a={kg=0.136}},{HFC134a={kg=0.488}},{SF6={kg=0.184}},{CH4={kg=1.157}},{N2O={kg=0.792}},{CO2={kg=0.952}},{SF6={kg=0.122}},{SF6={kg=0.153}},{N2O={kg=0.304}},{N2O={kg=0.671}},{SF6={kg=0.102}},{SF6={kg=0.137}},{CO2={m3=0.379}},{HFC134a={kg=0.249}},{N2O={kg=0.382}},{CH4={kg=1.206}},{HFC134a={kg=0.418}},{CH4={kg=1.436}},{HFC134a={kg=0.013}},{HFC134a={kg=0.137}},{CO2={kg=2.941}},{HFC134a={kg=0.31}},unit operation H,process plant,40870,50870,{kgCO2e=3.93},{kgCO2e=0.66},{kgCO2e=2.85}
processes/872,heat treatment,manufacturing,batch,1.57,treatment center,service operator,GHG,{N2O={kg=0.05}},{SF6={kg=0.011}},{CO2={kg=0.68}},{CH4={kg=0.353}},{SF6={kg=0.104}},{HFC134a={kg=0.263}},{SF6={kg=0.025}},{CO2={kg=1.634}},{CO2={m3=1.107}},{CH4={kg=1.309}},{N2O={kg=0.478}},{HFC134a={kg=0.37}},{CO2={kg=0.45}},{HFC134a={kg=0.198}},{HFC134a={kg=0.067}},{SF6={kg=0.097}},{HFC134a={kg=0.079}},{CH4={kg=1.307}},{SF6={kg=0.188}},{SF6={kg=0.041}},{N2O={kg=0.56}},{SF6={kg=0.034}},{SF6={kg=0.099}},production cycle Z,manufacturing facility,40871,50871,{kgCO2e=2.22},{kgCO2e=0.98},{kgCO2e=1.49}
processes/873,punching,metal,batch,3.4,processing company,company A,GHG,{N2O={kg=0.187}},{HFC134a={kg=0.421}},{SF6={kg=0.136}},{SF6={kg=0.08}},{N2O={kg=0.203}},{HFC134a={kg=0.13}},{N2O={kg=0.587}},{HFC134a={kg=0.059}},{CO2={m3=2.041}},{N2O={kg=0.611}},{N2O={kg=0.712}},{N2O={kg=0.47}},{CO2={m3=1.42}},{N2O={kg=0.328}},{CO2={m3=2.179}},{N2O={kg=0.282}},{N2O={kg=0.407}},{N2O={kg=0.192}},{CO2={m3=1.187}},{CO2={m3=2.485}},{HFC134a={kg=0.171}},{N2O={kg=0.766}},{SF6={kg=0.001}},process run L,manufacturing facility,40872,50872,{kgCO2e=3.08},{kgCO2e=1.52},{kgCO2e=3.72}
processes/874,wrapping,packaging,unit_processed,4.98,processing company,manufacturing co,GHG,{SF6={kg=0.096}},{N2O={kg=0.079}},{N2O={kg=0.149}},{N2O={kg=0.376}},{CH4={kg=0.274}},{CH4={kg=1.299}},{CO2={kg=2.143}},{CO2={m3=2.274}},{SF6={kg=0.172}},{HFC134a={kg=0.084}},{CO2={kg=2.585}},{CO2={kg=1.709}},{HFC134a={kg=0.23}},{CH4={kg=0.937}},{N2O={kg=0.545}},{SF6={kg=0.114}},{SF6={kg=0.008}},{SF6={kg=0.057}},{HFC134a={kg=0.003}},{HFC134a={kg=0.492}},{SF6={kg=0.118}},{N2O={kg=0.592}},{N2O={kg=0.547}},cycle operation V,manufacturing facility,40873,50873,{kgCO2e=1.31},{kgCO2e=0.82},{kgCO2e=1.53}
processes/875,preserving,food_processing,day,1.78,service provider B,company B,GHG,{N2O={kg=0.775}},{N2O={kg=0.528}},{HFC134a={kg=0.267}},{CH4={kg=1.098}},{SF6={kg=0.03}},{HFC134a={kg=0.239}},{CH4={kg=1.016}},{HFC134a={kg=0.15}},{CO2={kg=2.939}},{N2O={kg=0.172}},{HFC134a={kg=0.283}},{CO2={m3=2.217}},{HFC134a={kg=0.018}},{CH4={kg=1.427}},{SF6={kg=0.046}},{HFC134a={kg=0.269}},{HFC134a={kg=0.331}},{HFC134a={kg=0.244}},{SF6={kg=0.17}},{CO2={m3=2.235}},{CH4={kg=1.337}},{CO2={m3=1.52}},{SF6={kg=0.015}},process run V,process plant,40874,50874,{kgCO2e=4.77},{kgCO2e=2.14},{kgCO2e=2.81}
processes/876,hydrolysis,chemical,m3,1.46,service provider B,company B,GHG,{N2O={kg=0.611}},{CO2={kg=1.662}},{N2O={kg=0.152}},{CO2={kg=2.184}},{SF6={kg=0.166}},{CO2={m3=0.85}},{CH4={kg=0.454}},{CH4={kg=1.39}},{CO2={kg=0.456}},{HFC134a={kg=0.035}},{CH4={kg=0.477}},{HFC134a={kg=0.162}},{CH4={kg=1.191}},{SF6={kg=0.147}},{SF6={kg=0.023}},{CH4={kg=0.08}},{SF6={kg=0.054}},{N2O={kg=0.405}},{HFC134a={kg=0.266}},{SF6={kg=0.037}},{N2O={kg=0.12}},{HFC134a={kg=0.166}},{N2O={kg=0.647}},process run M,manufacturing facility,40875,50875,{kgCO2e=1.04},{kgCO2e=2.39},{kgCO2e=3.26}
processes/877,unloading,transportation,cycle,4.44,service provider A,company B,GHG,{N2O={kg=0.78}},{SF6={kg=0.011}},{N2O={kg=0.17}},{SF6={kg=0.193}},{CO2={kg=1.379}},{N2O={kg=0.245}},{CH4={kg=1.456}},{N2O={kg=0.164}},{CH4={kg=0.793}},{CO2={m3=0.153}},{SF6={kg=0.123}},{N2O={kg=0.452}},{HFC134a={kg=0.405}},{HFC134a={kg=0.412}},{CO2={kg=2.449}},{SF6={kg=0.099}},{CH4={kg=0.467}},{SF6={kg=0.123}},{N2O={kg=0.053}},{CO2={kg=0.185}},{CO2={m3=0.061}},{SF6={kg=0.1}},{CO2={kg=2.657}},process run Z,manufacturing facility,40876,50876,{kgCO2e=4.24},{kgCO2e=2.57},{kgCO2e=0.21}
processes/878,shaping,manufacturing,liter,3.28,treatment center,facility operator,GHG,{SF6={kg=0.116}},{N2O={kg=0.171}},{CO2={m3=2.747}},{CH4={kg=0.119}},{CH4={kg=0.833}},{SF6={kg=0.116}},{N2O={kg=0.592}},{HFC134a={kg=0.204}},{N2O={kg=0.563}},{CH4={kg=0.271}},{SF6={kg=0.007}},{CO2={kg=0.873}},{HFC134a={kg=0.292}},{CH4={kg=0.423}},{HFC134a={kg=0.083}},{N2O={kg=0.092}},{HFC134a={kg=0.426}},{N2O={kg=0.342}},{CH4={kg=0.416}},{CH4={kg=0.667}},{HFC134a={kg=0.359}},{CH4={kg=1.059}},{N2O={kg=0.102}},production cycle S,operator,40877,50877,{kgCO2e=4.4},{kgCO2e=2.5},{kgCO2e=1.28}
processes/879,stamping,metal,ton,0.83,process plant,service operator,GHG,{SF6={kg=0.112}},{HFC134a={kg=0.325}},{CO2={m3=0.288}},{CO2={m3=2.715}},{CO2={m3=2.878}},{SF6={kg=0.155}},{N2O={kg=0.618}},{HFC134a={kg=0.409}},{CO2={kg=2.059}},{CH4={kg=1.227}},{N2O={kg=0.351}},{HFC134a={kg=0.491}},{SF6={kg=0.159}},{SF6={kg=0.144}},{CO2={kg=2.617}},{CH4={kg=0.258}},{SF6={kg=0.18}},{SF6={kg=0.078}},{N2O={kg=0.657}},{CO2={kg=1.098}},{SF6={kg=0.06}},{CO2={m3=1.49}},{SF6={kg=0.003}},process run Y,operator,40878,50878,{kgCO2e=2.1},{kgCO2e=1.36},{kgCO2e=0.5}
processes/880,packaging,food_processing,cycle,4.73,service provider B,facility operator,GHG,{CH4={kg=0.6}},{HFC134a={kg=0.002}},{CH4={kg=0.06}},{CH4={kg=1.451}},{SF6={kg=0.087}},{HFC134a={kg=0.066}},{N2O={kg=0.073}},{SF6={kg=0.052}},{N2O={kg=0.398}},{SF6={kg=0.061}},{CH4={kg=1.49}},{CO2={m3=0.615}},{SF6={kg=0.198}},{SF6={kg=0.018}},{N2O={kg=0.24}},{CH4={kg=1.282}},{N2O={kg=0.299}},{CH4={kg=1.091}},{N2O={kg=0.188}},{SF6={kg=0.172}},{N2O={kg=0.616}},{CH4={kg=0.026}},{N2O={kg=0.064}},production cycle J,facility co,40879,50879,{kgCO2e=4.43},{kgCO2e=0.92},{kgCO2e=2.54}
processes/881,evaporation,energy,day,0.92,service provider A,manufacturing co,GHG,{CO2={m3=0.813}},{CH4={kg=0.609}},{CO2={kg=1.869}},{N2O={kg=0.212}},{HFC134a={kg=0.275}},{SF6={kg=0.135}},{N2O={kg=0.319}},{HFC134a={kg=0.034}},{HFC134a={kg=0.071}},{SF6={kg=0.109}},{N2O={kg=0.094}},{HFC134a={kg=0.242}},{SF6={kg=0.109}},{CO2={kg=0.068}},{CH4={kg=0.238}},{SF6={kg=0.151}},{CH4={kg=0.853}},{CH4={kg=0.035}},{CO2={m3=2.844}},{N2O={kg=0.113}},{SF6={kg=0.162}},{CH4={kg=0.854}},{CO2={m3=0.291}},unit operation S,process plant,40880,50880,{kgCO2e=3.26},{kgCO2e=1.95},{kgCO2e=2.14}
processes/882,thermal treatment,waste_treatment,batch,4.53,service provider A,facility operator,GHG,{SF6={kg=0.195}},{SF6={kg=0.112}},{CO2={m3=1.801}},{CH4={kg=0.31}},{CO2={m3=0.944}},{N2O={kg=0.585}},{CH4={kg=0.668}},{HFC134a={kg=0.345}},{N2O={kg=0.747}},{N2O={kg=0.733}},{HFC134a={kg=0.328}},{HFC134a={kg=0.406}},{CH4={kg=0.496}},{SF6={kg=0.066}},{CO2={m3=2.214}},{CH4={kg=1.441}},{CO2={kg=1.896}},{N2O={kg=0.136}},{CH4={kg=0.162}},{SF6={kg=0.094}},{N2O={kg=0.379}},{HFC134a={kg=0.191}},{N2O={kg=0.505}},batch process E,operator,40881,50881,{kgCO2e=0.15},{kgCO2e=1.16},{kgCO2e=3.94}
processes/883,anaerobic digestion,waste_treatment,kg,3.58,process plant,manufacturing co,GHG,{CO2={kg=1.698}},{N2O={kg=0.718}},{CO2={m3=1.483}},{CH4={kg=0.603}},{HFC134a={kg=0.422}},{CO2={kg=1.546}},{HFC134a={kg=0.111}},{N2O={kg=0.418}},{CH4={kg=0.902}},{N2O={kg=0.361}},{CO2={kg=1.978}},{CH4={kg=0.886}},{CH4={kg=0.373}},{N2O={kg=0.682}},{HFC134a={kg=0.024}},{HFC134a={kg=0.163}},{HFC134a={kg=0.448}},{HFC134a={kg=0.238}},{N2O={kg=0.266}},{CH4={kg=1.217}},{HFC134a={kg=0.213}},{CH4={kg=0.151}},{CH4={kg=1.368}},batch process K,manufacturing facility,40882,50882,{kgCO2e=3.01},{kgCO2e=1.65},{kgCO2e=3.72}
