id,name,type,quantifiableUnit,quantityValue,productOrigin,owner,uploadedFile,emissionInformation.description,emissionInformation.scope1.stationaryCombustion,emissionInformation.scope1.mobileCombustion,emissionInformation.scope1.fugitiveEmissions,emissionInformation.scope1.processEmissions,emissionInformation.scope2.purchasedElectricity,emissionInformation.scope2.purchasedSteam,emissionInformation.scope2.purchasedHeating,emissionInformation.scope2.purchasedCooling,emissionInformation.scope3.category1,emissionInformation.scope3.category2,emissionInformation.scope3.category3,emissionInformation.scope3.category4,emissionInformation.scope3.category5,emissionInformation.scope3.category6,emissionInformation.scope3.category7,emissionInformation.scope3.category8,emissionInformation.scope3.category9,emissionInformation.scope3.category10,emissionInformation.scope3.category11,emissionInformation.scope3.category12,emissionInformation.scope3.category13,emissionInformation.scope3.category14,emissionInformation.scope3.category15,dpp.name,dpp.manufacturer,dpp.serialNumber,dpp.batchNumber,dpp.carbonFootprint.scope1,dpp.carbonFootprint.scope2,dpp.carbonFootprint.scope3
products/815,wheat,dish,carton,3.01,local farm,farm co,,GHG,{HFC134a={kg=0.071}},{HFC134a={kg=0.084}},{SF6={kg=0.012}},{CO2={kg=2.933}},{CO2={kg=2.314}},{SF6={kg=0.093}},{CH4={kg=0.866}},{HFC134a={kg=0.164}},{CO2={kg=2.911}},{N2O={kg=0.424}},{HFC134a={kg=0.068}},{CO2={kg=2.995}},{SF6={kg=0.115}},{CH4={kg=0.612}},{N2O={kg=0.133}},{N2O={kg=0.152}},{HFC134a={kg=0.454}},{HFC134a={kg=0.27}},{CO2={m3=2.121}},{CH4={kg=0.961}},{N2O={kg=0.083}},{N2O={kg=0.59}},{HFC134a={kg=0.31}},finished goods A,processing plant,20814,30814,{kgCO2e=3.44},{kgCO2e=1.9},{kgCO2e=1.13}
products/816,eggs,dish,batch,3.59,importer,user utility,,GHG,{CO2={kg=2.237}},{CO2={m3=0.827}},{CH4={kg=0.458}},{CO2={m3=1.284}},{N2O={kg=0.241}},{HFC134a={kg=0.195}},{N2O={kg=0.212}},{SF6={kg=0.149}},{CH4={kg=1.032}},{SF6={kg=0.153}},{CO2={m3=2.754}},{CO2={kg=2.197}},{HFC134a={kg=0.104}},{HFC134a={kg=0.164}},{SF6={kg=0.191}},{CO2={kg=0.563}},{N2O={kg=0.591}},{CO2={kg=0.459}},{HFC134a={kg=0.433}},{HFC134a={kg=0.05}},{N2O={kg=0.252}},{N2O={kg=0.507}},{HFC134a={kg=0.374}},processed item L,factory X,20815,30815,{kgCO2e=1.18},{kgCO2e=0.38},{kgCO2e=0.43}
products/817,snapper,ingredient,kg,1.5,local farm,warehouse operator,,GHG,{CH4={kg=1.153}},{N2O={kg=0.074}},{HFC134a={kg=0.398}},{SF6={kg=0.066}},{N2O={kg=0.749}},{N2O={kg=0.707}},{HFC134a={kg=0.005}},{HFC134a={kg=0.364}},{HFC134a={kg=0.157}},{HFC134a={kg=0.295}},{HFC134a={kg=0.463}},{HFC134a={kg=0.027}},{N2O={kg=0.666}},{HFC134a={kg=0.207}},{N2O={kg=0.578}},{CH4={kg=0.877}},{N2O={kg=0.438}},{N2O={kg=0.082}},{CO2={kg=2.652}},{N2O={kg=0.067}},{CH4={kg=0.186}},{SF6={kg=0.035}},{SF6={kg=0.179}},raw material lot O,supplier co,20816,30816,{kgCO2e=2.31},{kgCO2e=2.46},{kgCO2e=1.82}
products/818,squid,ingredient,batch,0.3,supplier,warehouse operator,,GHG,{N2O={kg=0.329}},{CH4={kg=0.178}},{CH4={kg=0.632}},{CH4={kg=1.059}},{CO2={kg=2.173}},{SF6={kg=0.086}},{N2O={kg=0.506}},{HFC134a={kg=0.212}},{CH4={kg=1.36}},{HFC134a={kg=0.257}},{HFC134a={kg=0.338}},{SF6={kg=0.012}},{N2O={kg=0.799}},{CH4={kg=0.536}},{SF6={kg=0.123}},{SF6={kg=0.127}},{HFC134a={kg=0.064}},{CO2={kg=0.03}},{N2O={kg=0.076}},{CH4={kg=0.114}},{N2O={kg=0.034}},{CH4={kg=0.02}},{CH4={kg=0.903}},raw material lot U,supplier co,20817,30817,{kgCO2e=1.03},{kgCO2e=1.65},{kgCO2e=3.28}
products/819,cod,dish,kg,1.18,warehouse,warehouse operator,,GHG,{CH4={kg=0.92}},{CO2={m3=0.302}},{SF6={kg=0.069}},{HFC134a={kg=0.472}},{SF6={kg=0.19}},{CH4={kg=1.131}},{CO2={kg=1.909}},{SF6={kg=0.173}},{CH4={kg=0.523}},{CH4={kg=0.876}},{CH4={kg=1.479}},{HFC134a={kg=0.024}},{HFC134a={kg=0.295}},{CO2={m3=0.471}},{CO2={m3=2.485}},{HFC134a={kg=0.302}},{N2O={kg=0.683}},{HFC134a={kg=0.155}},{SF6={kg=0.194}},{HFC134a={kg=0.361}},{SF6={kg=0.187}},{SF6={kg=0.193}},{SF6={kg=0.018}},finished goods D,supplier co,20818,30818,{kgCO2e=0.61},{kgCO2e=1.33},{kgCO2e=3.3}
products/820,brown sugar,raw material,batch,4.18,importer,user utility,,GHG,{CH4={kg=1.224}},{HFC134a={kg=0.411}},{HFC134a={kg=0.438}},{SF6={kg=0.022}},{N2O={kg=0.109}},{CH4={kg=0.207}},{N2O={kg=0.244}},{SF6={kg=0.1}},{HFC134a={kg=0.278}},{CO2={m3=2.622}},{SF6={kg=0.076}},{N2O={kg=0.691}},{CO2={m3=2.575}},{N2O={kg=0.736}},{N2O={kg=0.775}},{CO2={kg=0.294}},{SF6={kg=0.093}},{N2O={kg=0.069}},{N2O={kg=0.315}},{CO2={m3=2.464}},{N2O={kg=0.696}},{SF6={kg=0.014}},{CO2={kg=0.951}},processed item O,factory X,20819,30819,{kgCO2e=0.16},{kgCO2e=0.04},{kgCO2e=2.6}
products/821,hot dog,utility,bottle,0.34,manufacturer,warehouse operator,,GHG,{HFC134a={kg=0.39}},{SF6={kg=0.122}},{SF6={kg=0.037}},{SF6={kg=0.013}},{CO2={kg=2.464}},{HFC134a={kg=0.067}},{CO2={m3=2.231}},{CO2={m3=2.178}},{HFC134a={kg=0.1}},{N2O={kg=0.715}},{CH4={kg=0.946}},{HFC134a={kg=0.029}},{CO2={m3=0.99}},{SF6={kg=0.183}},{HFC134a={kg=0.357}},{SF6={kg=0.167}},{SF6={kg=0.129}},{N2O={kg=0.672}},{CH4={kg=1.026}},{HFC134a={kg=0.453}},{CO2={kg=0.874}},{CH4={kg=1.208}},{CO2={m3=0.76}},processed item C,supplier co,20820,30820,{kgCO2e=4.36},{kgCO2e=1.74},{kgCO2e=0.86}
products/822,bananas,dish,m3,3.69,distributor,farm co,,GHG,{N2O={kg=0.491}},{N2O={kg=0.079}},{CO2={kg=2.179}},{CH4={kg=0.336}},{N2O={kg=0.452}},{CH4={kg=0.487}},{SF6={kg=0.149}},{CH4={kg=0.181}},{CO2={m3=2.076}},{CH4={kg=1.079}},{CH4={kg=0.605}},{CO2={kg=2.346}},{SF6={kg=0.147}},{HFC134a={kg=0.31}},{HFC134a={kg=0.099}},{SF6={kg=0.012}},{HFC134a={kg=0.201}},{N2O={kg=0.014}},{N2O={kg=0.66}},{CO2={m3=0.85}},{HFC134a={kg=0.357}},{N2O={kg=0.178}},{SF6={kg=0.152}},processed item Z,distributor Z,20821,30821,{kgCO2e=4.28},{kgCO2e=1.64},{kgCO2e=0.13}
products/823,sugar,utility,liter,0.56,importer,user utility,,GHG,{N2O={kg=0.596}},{CO2={m3=1.815}},{CO2={m3=0.619}},{CH4={kg=0.776}},{CO2={kg=2.976}},{CH4={kg=0.357}},{SF6={kg=0.034}},{N2O={kg=0.24}},{CO2={m3=2.596}},{CH4={kg=1.495}},{CO2={m3=2.846}},{SF6={kg=0.181}},{HFC134a={kg=0.487}},{CO2={m3=1.67}},{HFC134a={kg=0.486}},{CH4={kg=0.562}},{N2O={kg=0.537}},{CH4={kg=0.336}},{SF6={kg=0.164}},{N2O={kg=0.47}},{N2O={kg=0.537}},{CO2={m3=0.049}},{CH4={kg=1.283}},ingredient mix M,distributor Z,20822,30822,{kgCO2e=3.26},{kgCO2e=0.98},{kgCO2e=2.89}
products/824,fried chicken,raw material,m3,2.15,manufacturer,company B,,GHG,{CO2={kg=2.253}},{SF6={kg=0.142}},{CH4={kg=0.04}},{CH4={kg=1.483}},{HFC134a={kg=0.18}},{N2O={kg=0.13}},{CO2={kg=2.532}},{HFC134a={kg=0.075}},{HFC134a={kg=0.035}},{N2O={kg=0.049}},{CH4={kg=1.329}},{SF6={kg=0.059}},{CO2={kg=0.494}},{N2O={kg=0.23}},{HFC134a={kg=0.022}},{SF6={kg=0.154}},{CH4={kg=0.697}},{HFC134a={kg=0.024}},{N2O={kg=0.535}},{HFC134a={kg=0.281}},{SF6={kg=0.195}},{N2O={kg=0.385}},{N2O={kg=0.592}},finished goods Z,supplier co,20823,30823,{kgCO2e=1.51},{kgCO2e=2.6},{kgCO2e=2.15}
products/825,milk,processed food,m3,3.94,distributor,company A,,GHG,{CH4={kg=0.015}},{CH4={kg=1.249}},{CO2={m3=0.058}},{CH4={kg=0.742}},{CO2={m3=1.671}},{CH4={kg=0.927}},{HFC134a={kg=0.017}},{N2O={kg=0.796}},{CH4={kg=1.15}},{CO2={m3=0.935}},{SF6={kg=0.038}},{CO2={kg=2.339}},{CH4={kg=0.748}},{SF6={kg=0.106}},{HFC134a={kg=0.328}},{CH4={kg=0.135}},{SF6={kg=0.014}},{HFC134a={kg=0.273}},{CH4={kg=0.929}},{HFC134a={kg=0.104}},{HFC134a={kg=0.309}},{N2O={kg=0.664}},{CH4={kg=0.768}},ingredient mix X,processing plant,20824,30824,{kgCO2e=2.48},{kgCO2e=0.06},{kgCO2e=2.58}
products/826,oysters,ingredient,kg,3.58,importer,farm co,,GHG,{SF6={kg=0.043}},{HFC134a={kg=0.374}},{N2O={kg=0.008}},{HFC134a={kg=0.247}},{SF6={kg=0.01}},{HFC134a={kg=0.182}},{CO2={kg=2.452}},{HFC134a={kg=0.276}},{CH4={kg=1.233}},{HFC134a={kg=0.045}},{N2O={kg=0.328}},{CH4={kg=1.105}},{SF6={kg=0.095}},{N2O={kg=0.092}},{N2O={kg=0.092}},{CO2={kg=1.731}},{CH4={kg=0.036}},{CO2={m3=1.818}},{CO2={m3=1.022}},{SF6={kg=0.036}},{CO2={kg=0.819}},{CH4={kg=0.596}},{HFC134a={kg=0.097}},processed item I,plant Y,20825,30825,{kgCO2e=2.08},{kgCO2e=0.38},{kgCO2e=2.94}
products/827,cashews,beverage,liter,0.78,user,company B,,GHG,{CH4={kg=0.463}},{CH4={kg=0.33}},{CH4={kg=1.041}},{SF6={kg=0.088}},{HFC134a={kg=0.156}},{SF6={kg=0.14}},{CH4={kg=0.293}},{CH4={kg=0.126}},{CH4={kg=0.194}},{SF6={kg=0.027}},{CO2={kg=0.107}},{SF6={kg=0.029}},{CO2={m3=2.096}},{CH4={kg=0.616}},{CO2={m3=1.203}},{HFC134a={kg=0.072}},{N2O={kg=0.069}},{N2O={kg=0.088}},{HFC134a={kg=0.066}},{SF6={kg=0.061}},{SF6={kg=0.112}},{HFC134a={kg=0.358}},{CO2={m3=0.812}},processed item O,supplier co,20826,30826,{kgCO2e=4.28},{kgCO2e=2.88},{kgCO2e=0.64}
products/828,okra,utility,m3,2.11,user,user utility,,GHG,{SF6={kg=0.186}},{SF6={kg=0.101}},{SF6={kg=0.113}},{SF6={kg=0.154}},{CO2={kg=0.339}},{CH4={kg=0.54}},{CO2={m3=2.886}},{CH4={kg=0.846}},{N2O={kg=0.136}},{CH4={kg=0.894}},{SF6={kg=0.168}},{CH4={kg=0.194}},{CO2={kg=0.847}},{SF6={kg=0.069}},{SF6={kg=0.164}},{SF6={kg=0.116}},{SF6={kg=0.02}},{CH4={kg=0.233}},{N2O={kg=0.509}},{CH4={kg=1.209}},{CH4={kg=0.323}},{CH4={kg=0.101}},{CH4={kg=1.276}},raw material lot H,processing plant,20827,30827,{kgCO2e=1.78},{kgCO2e=0.04},{kgCO2e=2.72}
products/829,yeast,condiment,can,1.32,distributor,company B,,GHG,{N2O={kg=0.779}},{SF6={kg=0.192}},{CO2={kg=1.806}},{CO2={kg=1.144}},{CH4={kg=0.691}},{N2O={kg=0.715}},{CH4={kg=0.433}},{CO2={m3=1.946}},{SF6={kg=0.16}},{CO2={m3=1.15}},{SF6={kg=0.185}},{SF6={kg=0.168}},{N2O={kg=0.214}},{CO2={m3=0.506}},{CO2={kg=1.484}},{SF6={kg=0.09}},{CO2={kg=0.629}},{CO2={kg=0.051}},{HFC134a={kg=0.429}},{CO2={m3=2.265}},{N2O={kg=0.573}},{CO2={kg=1.655}},{CO2={m3=1.664}},product batch T,processing plant,20828,30828,{kgCO2e=1.34},{kgCO2e=0.27},{kgCO2e=3.74}
products/830,taco,waste,can,0.53,importer,user utility,,GHG,{N2O={kg=0.152}},{N2O={kg=0.233}},{CH4={kg=0.356}},{CH4={kg=1.197}},{CO2={m3=1.654}},{SF6={kg=0.071}},{CH4={kg=0.882}},{CH4={kg=1.07}},{N2O={kg=0.309}},{N2O={kg=0.406}},{HFC134a={kg=0.393}},{N2O={kg=0.278}},{CH4={kg=0.496}},{SF6={kg=0.155}},{CO2={m3=2.903}},{CO2={kg=0.357}},{HFC134a={kg=0.401}},{N2O={kg=0.695}},{HFC134a={kg=0.264}},{CH4={kg=1.067}},{HFC134a={kg=0.417}},{HFC134a={kg=0.221}},{N2O={kg=0.693}},product batch O,supplier co,20829,30829,{kgCO2e=0.37},{kgCO2e=2.37},{kgCO2e=3.51}
products/831,blackberries,utility,unit,3.95,user,warehouse operator,,GHG,{N2O={kg=0.471}},{CH4={kg=1.269}},{CH4={kg=0.343}},{SF6={kg=0.157}},{CO2={m3=2.434}},{CH4={kg=1.408}},{CO2={m3=2.415}},{SF6={kg=0.152}},{CO2={kg=1.929}},{SF6={kg=0.128}},{HFC134a={kg=0.173}},{CO2={kg=1.827}},{N2O={kg=0.412}},{CH4={kg=1.222}},{HFC134a={kg=0.411}},{SF6={kg=0.083}},{HFC134a={kg=0.09}},{CH4={kg=0.363}},{CH4={kg=0.522}},{HFC134a={kg=0.086}},{HFC134a={kg=0.312}},{HFC134a={kg=0.241}},{SF6={kg=0.046}},finished goods W,factory X,20830,30830,{kgCO2e=3.43},{kgCO2e=2.05},{kgCO2e=3.97}
products/832,honey blend,beverage,kg,4.48,local farm,user utility,,GHG,{SF6={kg=0.198}},{CH4={kg=0.467}},{HFC134a={kg=0.059}},{SF6={kg=0.183}},{CO2={kg=2.392}},{SF6={kg=0.061}},{CH4={kg=0.945}},{N2O={kg=0.413}},{CH4={kg=0.665}},{HFC134a={kg=0.224}},{SF6={kg=0.062}},{HFC134a={kg=0.468}},{HFC134a={kg=0.306}},{HFC134a={kg=0.289}},{N2O={kg=0.097}},{SF6={kg=0.04}},{SF6={kg=0.08}},{CO2={m3=2.3}},{HFC134a={kg=0.152}},{HFC134a={kg=0.037}},{HFC134a={kg=0.164}},{N2O={kg=0.755}},{CH4={kg=0.588}},finished goods W,supplier co,20831,30831,{kgCO2e=0.71},{kgCO2e=1.47},{kgCO2e=1.14}
products/833,beef brisket,dish,m3,4.9,supplier,supplier co,,GHG,{CO2={m3=1.05}},{CH4={kg=0.595}},{CH4={kg=0.684}},{SF6={kg=0.159}},{CO2={m3=2.827}},{CO2={kg=0.725}},{N2O={kg=0.76}},{HFC134a={kg=0.416}},{HFC134a={kg=0.1}},{CH4={kg=1.09}},{SF6={kg=0.18}},{SF6={kg=0.061}},{CO2={kg=2.026}},{N2O={kg=0.221}},{N2O={kg=0.593}},{HFC134a={kg=0.193}},{CO2={m3=0.729}},{HFC134a={kg=0.01}},{SF6={kg=0.026}},{N2O={kg=0.413}},{CH4={kg=0.026}},{SF6={kg=0.169}},{CO2={m3=2.443}},finished goods J,supplier co,20832,30832,{kgCO2e=4.22},{kgCO2e=0.34},{kgCO2e=2.97}
products/834,white bread,condiment,box,4.18,warehouse,farm co,,GHG,{N2O={kg=0.032}},{SF6={kg=0.134}},{CH4={kg=1.171}},{CH4={kg=0.949}},{CO2={kg=1.052}},{N2O={kg=0.2}},{CO2={kg=2.416}},{SF6={kg=0.135}},{N2O={kg=0.035}},{HFC134a={kg=0.299}},{HFC134a={kg=0.315}},{CO2={m3=2.119}},{CH4={kg=0.265}},{HFC134a={kg=0.269}},{SF6={kg=0.095}},{HFC134a={kg=0.267}},{CH4={kg=0.261}},{HFC134a={kg=0.174}},{CH4={kg=1.361}},{HFC134a={kg=0.318}},{HFC134a={kg=0.089}},{N2O={kg=0.514}},{HFC134a={kg=0.193}},finished goods I,supplier co,20833,30833,{kgCO2e=1.11},{kgCO2e=2.45},{kgCO2e=1.06}
products/835,composting,beverage,kg,3.62,user,supplier co,,GHG,{SF6={kg=0.198}},{CO2={m3=1.176}},{N2O={kg=0.418}},{CO2={m3=2.147}},{SF6={kg=0.059}},{SF6={kg=0.003}},{CO2={kg=2.504}},{SF6={kg=0.002}},{CO2={kg=2.246}},{SF6={kg=0.019}},{N2O={kg=0.388}},{HFC134a={kg=0.142}},{SF6={kg=0.058}},{SF6={kg=0.136}},{CO2={m3=0.578}},{N2O={kg=0.243}},{N2O={kg=0.488}},{HFC134a={kg=0.204}},{CH4={kg=0.383}},{CO2={kg=0.552}},{CH4={kg=0.838}},{HFC134a={kg=0.213}},{SF6={kg=0.067}},raw material lot L,factory X,20834,30834,{kgCO2e=2.46},{kgCO2e=0.3},{kgCO2e=1.66}
products/836,vindaloo,ingredient,carton,0.96,manufacturer,processing plant,,GHG,{SF6={kg=0.148}},{CO2={m3=0.892}},{N2O={kg=0.015}},{N2O={kg=0.082}},{CO2={m3=2.129}},{CH4={kg=0.498}},{CH4={kg=1.374}},{N2O={kg=0.564}},{N2O={kg=0.039}},{SF6={kg=0.155}},{CH4={kg=0.734}},{N2O={kg=0.296}},{HFC134a={kg=0.382}},{CH4={kg=1.219}},{N2O={kg=0.442}},{SF6={kg=0.078}},{N2O={kg=0.393}},{HFC134a={kg=0.049}},{SF6={kg=0.157}},{CO2={kg=2.312}},{SF6={kg=0.198}},{HFC134a={kg=0.356}},{CH4={kg=1.359}},ingredient mix J,factory X,20835,30835,{kgCO2e=1.41},{kgCO2e=0.41},{kgCO2e=2.19}
products/837,glass waste,processed food,batch,1.0,importer,processing plant,,GHG,{HFC134a={kg=0.391}},{HFC134a={kg=0.239}},{CO2={kg=2.845}},{CO2={kg=2.592}},{CO2={kg=1.43}},{SF6={kg=0.039}},{CH4={kg=0.204}},{CH4={kg=0.87}},{CH4={kg=1.375}},{HFC134a={kg=0.114}},{CH4={kg=0.172}},{SF6={kg=0.089}},{SF6={kg=0.124}},{CH4={kg=1.159}},{CO2={kg=2.919}},{CO2={m3=0.043}},{CH4={kg=1.341}},{CO2={kg=1.18}},{CH4={kg=0.446}},{CO2={m3=0.261}},{CO2={m3=1.386}},{N2O={kg=0.691}},{CO2={m3=1.596}},ingredient mix I,processing plant,20836,30836,{kgCO2e=3.59},{kgCO2e=0.57},{kgCO2e=3.99}
products/838,water treatment,waste,can,1.23,warehouse,company B,,GHG,{SF6={kg=0.037}},{SF6={kg=0.181}},{HFC134a={kg=0.429}},{HFC134a={kg=0.29}},{CH4={kg=1.153}},{HFC134a={kg=0.034}},{HFC134a={kg=0.451}},{N2O={kg=0.428}},{CH4={kg=0.185}},{SF6={kg=0.134}},{CO2={kg=0.23}},{CO2={m3=1.73}},{SF6={kg=0.06}},{SF6={kg=0.011}},{HFC134a={kg=0.126}},{SF6={kg=0.033}},{CO2={m3=1.427}},{CO2={kg=2.254}},{N2O={kg=0.703}},{CO2={m3=2.546}},{HFC134a={kg=0.121}},{CH4={kg=0.441}},{N2O={kg=0.024}},finished goods D,plant Y,20837,30837,{kgCO2e=3.51},{kgCO2e=2.82},{kgCO2e=3.85}
products/839,mayonnaise,processed food,batch,2.81,importer,company A,,GHG,{CO2={kg=2.162}},{N2O={kg=0.377}},{CH4={kg=0.699}},{N2O={kg=0.637}},{CO2={m3=0.682}},{HFC134a={kg=0.13}},{CO2={kg=1.078}},{CO2={kg=1.496}},{HFC134a={kg=0.195}},{SF6={kg=0.155}},{CO2={m3=1.615}},{HFC134a={kg=0.419}},{CO2={m3=1.396}},{N2O={kg=0.055}},{HFC134a={kg=0.055}},{HFC134a={kg=0.487}},{N2O={kg=0.022}},{CO2={m3=2.385}},{CH4={kg=0.654}},{HFC134a={kg=0.142}},{HFC134a={kg=0.09}},{N2O={kg=0.134}},{N2O={kg=0.419}},finished goods Z,supplier co,20838,30838,{kgCO2e=2.22},{kgCO2e=2.44},{kgCO2e=1.47}
products/840,prosciutto,dish,m3,4.31,local farm,user utility,,GHG,{CO2={kg=0.406}},{CO2={kg=1.136}},{CO2={m3=1.427}},{N2O={kg=0.082}},{HFC134a={kg=0.042}},{CO2={m3=2.273}},{SF6={kg=0.008}},{HFC134a={kg=0.386}},{HFC134a={kg=0.386}},{HFC134a={kg=0.257}},{SF6={kg=0.066}},{N2O={kg=0.566}},{CO2={m3=0.895}},{CH4={kg=1.054}},{CO2={kg=2.114}},{N2O={kg=0.153}},{CH4={kg=0.136}},{CO2={kg=2.64}},{CO2={kg=2.739}},{SF6={kg=0.045}},{SF6={kg=0.13}},{HFC134a={kg=0.406}},{CH4={kg=0.187}},product batch F,factory X,20839,30839,{kgCO2e=3.77},{kgCO2e=1.5},{kgCO2e=1.03}
products/841,canola oil,waste,liter,1.01,local farm,company B,,GHG,{N2O={kg=0.466}},{N2O={kg=0.509}},{CH4={kg=1.242}},{CH4={kg=0.315}},{N2O={kg=0.234}},{CH4={kg=1.398}},{SF6={kg=0.012}},{CH4={kg=0.98}},{CH4={kg=1.024}},{SF6={kg=0.064}},{CO2={kg=2.643}},{HFC134a={kg=0.122}},{HFC134a={kg=0.006}},{HFC134a={kg=0.23}},{CO2={m3=0.632}},{HFC134a={kg=0.368}},{CH4={kg=0.134}},{CH4={kg=0.64}},{CH4={kg=0.957}},{N2O={kg=0.044}},{N2O={kg=0.623}},{N2O={kg=0.425}},{CO2={kg=2.388}},processed item V,processing plant,20840,30840,{kgCO2e=2.46},{kgCO2e=0.15},{kgCO2e=2.29}
products/842,onions,beverage,can,3.49,local farm,user utility,,GHG,{HFC134a={kg=0.087}},{SF6={kg=0.014}},{SF6={kg=0.037}},{HFC134a={kg=0.197}},{CH4={kg=0.927}},{CO2={m3=1.556}},{CO2={kg=0.701}},{CO2={kg=0.851}},{SF6={kg=0.191}},{SF6={kg=0.039}},{CH4={kg=0.507}},{N2O={kg=0.113}},{N2O={kg=0.479}},{CH4={kg=0.808}},{SF6={kg=0.054}},{CO2={kg=0.649}},{HFC134a={kg=0.113}},{SF6={kg=0.18}},{CO2={kg=1.993}},{N2O={kg=0.031}},{CO2={kg=0.736}},{SF6={kg=0.032}},{HFC134a={kg=0.159}},processed item N,processing plant,20841,30841,{kgCO2e=4.35},{kgCO2e=1.38},{kgCO2e=1.48}
products/843,baking powder,beverage,can,3.43,supplier,company B,,GHG,{CH4={kg=0.865}},{CH4={kg=0.458}},{SF6={kg=0.015}},{N2O={kg=0.454}},{CO2={kg=0.09}},{HFC134a={kg=0.309}},{CO2={kg=1.366}},{CO2={kg=2.921}},{HFC134a={kg=0.202}},{CH4={kg=0.596}},{N2O={kg=0.204}},{CO2={m3=1.121}},{CH4={kg=1.04}},{CO2={m3=0.352}},{N2O={kg=0.309}},{CO2={kg=2.23}},{CH4={kg=0.487}},{CO2={m3=1.481}},{CH4={kg=1.418}},{HFC134a={kg=0.218}},{HFC134a={kg=0.029}},{SF6={kg=0.08}},{SF6={kg=0.106}},raw material lot F,distributor Z,20842,30842,{kgCO2e=3.06},{kgCO2e=2.34},{kgCO2e=3.4}
products/844,brown sugar,dish,kg,0.58,supplier,processing plant,,GHG,{SF6={kg=0.057}},{SF6={kg=0.063}},{CH4={kg=1.24}},{N2O={kg=0.105}},{SF6={kg=0.191}},{SF6={kg=0.089}},{N2O={kg=0.588}},{SF6={kg=0.073}},{HFC134a={kg=0.03}},{N2O={kg=0.726}},{N2O={kg=0.418}},{SF6={kg=0.022}},{SF6={kg=0.057}},{N2O={kg=0.613}},{HFC134a={kg=0.372}},{SF6={kg=0.147}},{N2O={kg=0.121}},{SF6={kg=0.064}},{CH4={kg=0.776}},{CO2={kg=2.229}},{CO2={m3=2.115}},{N2O={kg=0.276}},{N2O={kg=0.692}},ingredient mix F,supplier co,20843,30843,{kgCO2e=2.38},{kgCO2e=2.46},{kgCO2e=3.5}
products/845,falafel,dish,bottle,3.21,distributor,processing plant,,GHG,{CO2={kg=2.411}},{SF6={kg=0.198}},{CO2={m3=1.746}},{CO2={m3=2.511}},{SF6={kg=0.148}},{CH4={kg=0.715}},{HFC134a={kg=0.168}},{N2O={kg=0.503}},{CH4={kg=0.031}},{HFC134a={kg=0.232}},{SF6={kg=0.164}},{CH4={kg=1.27}},{SF6={kg=0.035}},{HFC134a={kg=0.249}},{N2O={kg=0.003}},{CO2={m3=1.82}},{CH4={kg=0.881}},{N2O={kg=0.677}},{CH4={kg=0.461}},{HFC134a={kg=0.372}},{CO2={m3=1.061}},{CO2={m3=2.5}},{N2O={kg=0.43}},product batch F,factory X,20844,30844,{kgCO2e=1.69},{kgCO2e=1.93},{kgCO2e=1.21}
products/846,turkey breast,raw material,kg,0.78,local farm,company A,,GHG,{SF6={kg=0.082}},{HFC134a={kg=0.126}},{CO2={m3=2.149}},{CO2={m3=1.692}},{CH4={kg=0.156}},{SF6={kg=0.052}},{CH4={kg=0.543}},{N2O={kg=0.134}},{HFC134a={kg=0.334}},{CH4={kg=0.684}},{CH4={kg=1.179}},{HFC134a={kg=0.373}},{SF6={kg=0.031}},{SF6={kg=0.052}},{CO2={m3=2.456}},{CO2={kg=0.588}},{HFC134a={kg=0.007}},{HFC134a={kg=0.323}},{CO2={kg=0.755}},{N2O={kg=0.468}},{CO2={kg=2.064}},{CH4={kg=1.372}},{N2O={kg=0.303}},raw material lot J,factory X,20845,30845,{kgCO2e=0.8},{kgCO2e=2.85},{kgCO2e=2.1}
products/847,chili powder,utility,batch,2.1,warehouse,user utility,,GHG,{SF6={kg=0.154}},{N2O={kg=0.647}},{N2O={kg=0.461}},{CO2={kg=2.768}},{HFC134a={kg=0.206}},{CH4={kg=1.47}},{CH4={kg=0.633}},{CH4={kg=0.654}},{SF6={kg=0.181}},{CO2={kg=2.668}},{CH4={kg=1.059}},{CO2={kg=0.401}},{CH4={kg=0.701}},{SF6={kg=0.078}},{SF6={kg=0.006}},{N2O={kg=0.248}},{HFC134a={kg=0.437}},{SF6={kg=0.169}},{N2O={kg=0.258}},{CO2={kg=2.663}},{HFC134a={kg=0.015}},{SF6={kg=0.032}},{HFC134a={kg=0.071}},product batch M,processing plant,20846,30846,{kgCO2e=0.47},{kgCO2e=1.81},{kgCO2e=3.42}
products/848,caesar salad,ingredient,bottle,4.5,user,farm co,,GHG,{CO2={kg=2.957}},{CH4={kg=0.313}},{CH4={kg=0.051}},{SF6={kg=0.067}},{N2O={kg=0.761}},{CO2={kg=0.464}},{CO2={kg=1.871}},{CO2={m3=1.104}},{CO2={kg=2.378}},{CO2={kg=2.754}},{CH4={kg=1.423}},{HFC134a={kg=0.268}},{HFC134a={kg=0.249}},{N2O={kg=0.405}},{N2O={kg=0.766}},{SF6={kg=0.16}},{CO2={m3=0.324}},{CO2={m3=2.829}},{CH4={kg=0.104}},{SF6={kg=0.138}},{SF6={kg=0.132}},{N2O={kg=0.692}},{N2O={kg=0.18}},processed item U,distributor Z,20847,30847,{kgCO2e=0.06},{kgCO2e=0.64},{kgCO2e=1.5}
